Customer ID,Country,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment,Churn_Probability,CLV_Estimate,log_Recency,log_Frequency,log_Monetary,Cluster,DBSCAN_Cluster,PC1,PC2
14566,Channel Islands,110,1,1432.0,2,4,2,8,242,Potential Loyal,0.6,4751.64,4.709530201312334,0.6931471805599453,7.267525427828172,0,12,-0.5846307223193566,0.5608998706206121
16503,United Kingdom,106,4,1431.93,2,2,2,6,222,Potential Loyal,0.6,4930.7,4.672828834461906,1.6094379124341005,7.267476578065607,0,9,0.25948660612639673,0.89653778827501
13475,United Kingdom,191,4,1431.78,1,2,2,5,122,Potential Loyal,0.85,2736.12,5.2574953720277815,1.6094379124341005,7.267371891966778,0,9,0.04245773845061819,1.256458365738237
16103,United Kingdom,7,6,1429.64,5,1,2,8,512,Loyal Customers,0.05,74545.51,2.079441541679836,1.9459101490553128,7.265877175579781,2,4,1.5261391334684813,-0.5691519003915886
14035,United Kingdom,28,5,1428.02,4,2,2,8,422,Loyal Customers,0.05,18615.26,3.367295829986474,1.791759469228055,7.264744173633186,2,4,0.9079311294853704,0.1630508423565301
12669,France,150,2,1427.73,2,3,2,7,232,Potential Loyal,0.6,3474.14,5.017279836814924,1.0986122886681098,7.264541216760826,0,11,-0.33276472481962943,0.907807595033056
12657,France,11,4,1427.18,5,2,2,9,522,Loyal Customers,0.05,47356.43,2.4849066497880004,1.6094379124341005,7.264156185376011,2,9,1.0698611962716598,-0.4517047850380474
15681,United Kingdom,25,5,1426.16,4,2,2,8,422,Loyal Customers,0.05,20821.94,3.258096538021482,1.791759469228055,7.263441734527154,2,4,0.9478305021466825,0.09534409047207056
14071,United Kingdom,3,8,1424.0,5,1,2,8,512,Loyal Customers,0.05,173253.33,1.3862943611198906,2.19722457733622,7.261927092702751,2,4,2.0092674143466835,-0.8990848444189309
15106,United Kingdom,17,5,1422.52,4,2,2,8,422,Loyal Customers,0.05,30542.34,2.8903717578961645,1.791759469228055,7.2608879564964575,2,4,1.0830710093145905,-0.13198566915005658
16463,United Kingdom,21,4,1422.4,4,2,2,8,422,Loyal Customers,0.05,24722.67,3.091042453358316,1.6094379124341005,7.260803654865171,2,9,0.8433034133627768,-0.07975465782993796
16571,United Kingdom,26,3,1421.69,4,2,2,8,422,Potential Loyal,0.05,19958.34,3.295836866004329,1.3862943611198906,7.260304724743686,0,10,0.5648053089446978,-0.04109711487300865
14019,United Kingdom,46,3,1421.61,3,2,2,7,322,Potential Loyal,0.25,11280.17,3.8501476017100575,1.3862943611198906,7.260248491657529,0,10,0.3590652286769724,0.30015217785532106
14901,United Kingdom,11,9,1421.29,5,1,2,8,512,Loyal Customers,0.05,47160.99,2.4849066497880004,2.302585092994046,7.260023527685966,2,4,1.6961389054512113,-0.18221002096726555
14443,United Kingdom,53,4,1420.2,3,2,2,7,322,Potential Loyal,0.25,9780.62,3.9889840465642745,1.6094379124341005,7.259256864146872,0,9,0.5093201948702376,0.47251084878672944
17288,United Kingdom,9,7,1419.73,5,1,2,8,512,Loyal Customers,0.05,57577.94,2.302585092994046,2.079441541679836,7.258926103006179,2,4,1.5610176404888827,-0.3821053140486922
16173,United Kingdom,15,6,1418.32,4,1,2,7,412,Loyal Customers,0.05,34512.45,2.772588722239781,1.9459101490553128,7.257933162659462,2,4,1.2650828407241357,-0.14531183668481984
15444,United Kingdom,9,2,1418.26,5,3,2,10,532,Loyal Customers,0.05,57518.32,2.302585092994046,1.0986122886681098,7.257890888001,2,11,0.6715022690685523,-0.7659689145205512
17856,United Kingdom,1,4,1418.03,5,2,2,9,522,Loyal Customers,0.05,517580.95,0.6931471805599453,1.6094379124341005,7.25772881858561,2,14,1.7317202203091822,-1.557180523684727
14649,United Kingdom,4,4,1417.29,5,2,2,9,522,Loyal Customers,0.05,129327.71,1.6094379124341005,1.6094379124341005,7.257207199581212,2,9,1.3914201950750713,-0.9932429966070631
14748,United Kingdom,29,5,1415.75,4,2,2,8,422,Loyal Customers,0.05,17818.92,3.4011973816621555,1.791759469228055,7.256120795049728,2,4,0.8912042063653358,0.1807677010256605
16012,United Kingdom,35,3,1415.29,3,2,2,7,322,Potential Loyal,0.25,14759.45,3.58351893845611,1.3862943611198906,7.255796055544432,0,10,0.45587469837312367,0.13436909902136135
18116,United Kingdom,67,8,1414.43,3,1,2,6,312,Loyal Customers,0.25,7705.48,4.219507705176107,2.19722457733622,7.255188650838853,2,4,0.9545799545789377,0.8427607248392096
16271,United Kingdom,15,4,1414.24,4,2,2,8,422,Loyal Customers,0.05,34413.17,2.772588722239781,1.6094379124341005,7.255054407002387,2,9,0.9587225238923207,-0.27791911255533364
16245,United Kingdom,23,3,1413.66,4,2,2,8,422,Loyal Customers,0.05,22434.17,3.1780538303479458,1.3862943611198906,7.254644498519316,2,10,0.6057953033380284,-0.11568302064321614
17004,United Kingdom,46,2,1412.94,3,3,2,8,332,Potential Loyal,0.25,11211.37,3.8501476017100575,1.0986122886681098,7.254135412741511,0,11,0.09537317406767676,0.18543750639213344
15237,United Kingdom,1,4,1412.32,5,2,2,9,522,Loyal Customers,0.05,515496.8,0.6931471805599453,1.6094379124341005,7.253696825551129,2,14,1.7297819058710477,-1.5586557621362236
12759,Netherlands,52,3,1411.44,3,2,2,7,322,Potential Loyal,0.25,9907.22,3.970291913552122,1.3862943611198906,7.253073984242279,0,10,0.31102884176750456,0.37149582614364124
15596,United Kingdom,100,5,1406.59,2,2,2,6,222,Potential Loyal,0.6,5134.05,4.61512051684126,1.791759469228055,7.249634301131203,0,4,0.43758080621013434,0.9257647139214832
17083,United Kingdom,109,3,1405.78,2,2,2,6,222,Potential Loyal,0.6,4707.43,4.700480365792417,1.3862943611198906,7.249058683836842,0,10,0.03811464027476795,0.8195783641403036
14741,United Kingdom,11,6,1400.34,5,1,2,8,512,Loyal Customers,0.05,46465.83,2.4849066497880004,1.9459101490553128,7.245184200691345,2,4,1.3657171285159706,-0.3270923276283153
18202,United Kingdom,199,3,1396.99,1,2,2,5,122,Potential Loyal,0.85,2562.32,5.298317366548036,1.3862943611198906,7.242790769692349,0,10,-0.1867648549568546,1.1853525168441525
13995,United Kingdom,15,5,1393.69,4,2,2,8,422,Loyal Customers,0.05,33913.12,2.772588722239781,1.791759469228055,7.240427447338227,2,4,1.1169460107369897,-0.21198674957219024
17354,United Kingdom,50,1,1393.06,3,4,2,9,342,Potential Loyal,0.25,10169.34,3.9318256327243257,0.6931471805599453,7.239975632001093,0,12,-0.30925697737969415,0.07201417220438916
15810,United Kingdom,78,4,1391.98,2,2,2,6,222,Potential Loyal,0.25,6513.75,4.3694478524670215,1.6094379124341005,7.239200616174941,0,9,0.35848264502682103,0.6994109558075728
15051,United Kingdom,23,3,1391.61,4,2,2,8,422,Loyal Customers,0.05,22084.25,3.1780538303479458,1.3862943611198906,7.238934963295533,2,10,0.5982432022604132,-0.12143087541852927
13414,United Kingdom,133,3,1390.5,2,2,2,6,222,Potential Loyal,0.6,3816.03,4.897839799950911,1.3862943611198906,7.238137580965946,0,10,-0.040378553562629045,0.9370898651010174
12405,Finland,148,1,1390.39,2,4,2,8,242,Potential Loyal,0.6,3429.0,5.003946305945459,0.6931471805599453,7.238058526457821,0,12,-0.7080586937214811,0.7313801967731512
13516,United Kingdom,21,3,1389.41,4,2,2,8,422,Loyal Customers,0.05,24149.27,3.091042453358316,1.3862943611198906,7.2373539466601775,2,10,0.6297743845445496,-0.17557922552427907
15898,United Kingdom,1,5,1388.88,5,2,2,9,522,Loyal Customers,0.05,506941.2,0.6931471805599453,1.791759469228055,7.236972691462756,2,13,1.8869972105509711,-1.4934907200099468
16539,United Kingdom,2,4,1388.81,5,2,2,9,522,Loyal Customers,0.05,253457.82,1.0986122886681098,1.6094379124341005,7.236922326134238,2,9,1.5712436436524688,-1.3151624850888823
15453,United Kingdom,1,7,1388.37,5,1,2,8,512,Loyal Customers,0.05,506755.05,0.6931471805599453,2.079441541679836,7.236605685971544,2,13,2.14757407099712,-1.381147002465761
15134,United Kingdom,14,8,1387.99,5,1,2,8,512,Loyal Customers,0.05,36186.88,2.70805020110221,2.19722457733622,7.236332143304382,2,4,1.5064396001847595,-0.09469044299977437
12952,United Kingdom,5,4,1387.79,5,2,2,9,522,Loyal Customers,0.05,101308.67,1.791759469228055,1.6094379124341005,7.236188143419333,2,9,1.313653358379897,-0.8886844657465683
17676,United Kingdom,4,6,1387.68,5,1,2,8,512,Loyal Customers,0.05,126625.8,1.6094379124341005,1.9459101490553128,7.236108934642959,2,4,1.6862539530051406,-0.8694085093877365
12352,Norway,36,7,1385.74,3,1,2,6,312,Loyal Customers,0.25,14049.86,3.610917912644224,2.079441541679836,7.234710947804242,2,4,1.0638346243654098,0.4145298434593765
13308,United Kingdom,22,3,1385.51,4,2,2,8,422,Loyal Customers,0.05,22986.87,3.1354942159291497,1.3862943611198906,7.23454507743516,2,10,0.6119273494454153,-0.14923953723984035
18167,United Kingdom,23,3,1384.86,4,2,2,8,422,Loyal Customers,0.05,21977.13,3.1780538303479458,1.3862943611198906,7.234076164546974,2,10,0.5959074145529989,-0.12320862817768839
17311,United Kingdom,78,2,1384.85,2,3,2,7,232,Potential Loyal,0.25,6480.39,4.3694478524670215,1.0986122886681098,7.234068948784864,0,11,-0.10699357879670769,0.4978106525390638
13572,United Kingdom,205,1,1384.25,1,4,2,7,142,Potential Loyal,0.85,2464.64,5.327876168789581,0.6931471805599453,7.233635907747459,0,12,-0.8304000368718176,0.9291944006686668
14507,United Kingdom,23,6,1383.18,4,1,2,7,412,Loyal Customers,0.05,21950.47,3.1780538303479458,1.9459101490553128,7.2328631855243,2,4,1.1025566638204276,0.09514626455768437
14116,United Kingdom,19,5,1382.74,4,2,2,8,422,Loyal Customers,0.05,26563.16,2.995732273553991,1.791759469228055,7.2325452572578,2,4,1.0303448508221105,-0.07748897613193073
16389,United Kingdom,53,4,1382.07,3,2,2,7,322,Potential Loyal,0.25,9518.03,3.9889840465642745,1.6094379124341005,7.2320609449898114,0,9,0.49624620334553443,0.46256031927906593
16726,United Kingdom,26,5,1382.02,4,2,2,8,422,Loyal Customers,0.05,19401.43,3.295836866004329,1.791759469228055,7.2320247928761745,2,4,0.9187213202996836,0.10708456894171965
17621,United Kingdom,21,3,1379.9,4,2,2,8,422,Loyal Customers,0.05,23983.98,3.091042453358316,1.3862943611198906,7.230490739491305,2,10,0.6264750104053666,-0.1780903576193803
12886,United Kingdom,67,2,1378.4,3,3,2,8,332,Potential Loyal,0.25,7509.19,4.219507705176107,1.0986122886681098,7.229403900997191,0,11,-0.05359118115791371,0.4037908490825883
15569,United Kingdom,103,5,1375.71,2,2,2,6,222,Potential Loyal,0.6,4875.09,4.6443908991413725,1.791759469228055,7.227451873789157,0,4,0.4160542896424341,0.9356692945182745
14434,United Kingdom,21,6,1372.8,4,1,2,7,412,Loyal Customers,0.05,23860.57,3.091042453358316,1.9459101490553128,7.225335901779781,2,4,1.1312292758411409,0.038822275305911376
15095,United Kingdom,103,4,1370.6,2,2,2,6,222,Potential Loyal,0.6,4856.98,4.6443908991413725,1.6094379124341005,7.223733220588765,0,9,0.24901145068388902,0.8630245802779206
16669,United Kingdom,23,2,1370.47,4,3,2,9,432,Potential Loyal,0.05,21748.76,3.1780538303479458,1.0986122886681098,7.223638436277685,0,11,0.3301363557862983,-0.23950561611826737
14897,United Kingdom,7,4,1366.38,5,2,2,9,522,Loyal Customers,0.05,71246.96,2.079441541679836,1.6094379124341005,7.220651779074644,2,9,1.1994213644634248,-0.7172531000701406
15563,United Kingdom,22,3,1361.44,4,2,2,8,422,Loyal Customers,0.05,22587.53,3.1354942159291497,1.3862943611198906,7.217032488870507,2,10,0.6035084600838307,-0.15564709891340534
13396,United Kingdom,29,2,1360.99,4,3,2,9,432,Potential Loyal,0.05,17129.7,3.4011973816621555,1.0986122886681098,7.216702144538598,0,11,0.2439899209655217,-0.1046617543806278
14102,United Kingdom,5,5,1360.28,5,2,2,9,522,Loyal Customers,0.05,99300.44,1.791759469228055,1.791759469228055,7.216180712571818,2,4,1.469290272061002,-0.824720726694314
15411,United Kingdom,26,4,1358.88,4,2,2,8,422,Loyal Customers,0.05,19076.58,3.295836866004329,1.6094379124341005,7.215151739543018,2,9,0.7453547194982267,0.02962688089008295
13232,United Kingdom,12,7,1357.0,5,1,2,8,512,Loyal Customers,0.05,41275.42,2.5649493574615367,2.079441541679836,7.213768308118642,2,4,1.441941449433565,-0.23709922673928727
17054,United Kingdom,28,5,1356.33,4,2,2,8,422,Loyal Customers,0.05,17680.73,3.367295829986474,1.791759469228055,7.213274813763555,2,4,0.8831880799553544,0.14421906906122084
14064,United Kingdom,29,5,1353.74,4,2,2,8,422,Loyal Customers,0.05,17038.45,3.4011973816621555,1.791759469228055,7.211364832983292,2,4,0.8696885125821152,0.16439224709766434
14859,United Kingdom,12,4,1353.74,5,2,2,9,522,Loyal Customers,0.05,41176.26,2.5649493574615367,1.6094379124341005,7.211364832983292,2,9,1.0147775684228961,-0.42174073812302104
15116,United Kingdom,17,4,1352.75,4,2,2,8,422,Loyal Customers,0.05,29044.34,2.8903717578961645,1.6094379124341005,7.2106337983152,2,9,0.8936569905402796,-0.22165694214696252
16079,United Kingdom,16,3,1352.0,4,2,2,8,422,Loyal Customers,0.05,30842.5,2.833213344056216,1.3862943611198906,7.210079628170788,2,10,0.7123469623103468,-0.34429486762014716
16493,United Kingdom,79,4,1351.63,2,2,2,6,222,Potential Loyal,0.25,6244.87,4.382026634673881,1.6094379124341005,7.209806124401014,0,9,0.3396835506439518,0.6964003248637203
12770,Japan,210,1,1351.45,1,4,2,7,142,Potential Loyal,0.85,2348.95,5.351858133476067,0.6931471805599453,7.209673041460572,0,12,-0.8508198589452306,0.9351916535488127
12646,USA,4,2,1346.97,5,3,2,10,532,Loyal Customers,0.05,122911.01,1.6094379124341005,1.0986122886681098,7.206355036031724,2,11,0.9039645935426561,-1.211571660609103
14154,United Kingdom,239,2,1345.62,1,3,2,6,132,Potential Loyal,0.85,2055.03,5.480638923341991,1.0986122886681098,7.205353028221294,0,11,-0.5331779972966716,1.1714257281557205
15398,United Kingdom,16,2,1345.53,4,3,2,9,432,Loyal Customers,0.05,30694.9,2.833213344056216,1.0986122886681098,7.205286191988605,2,11,0.44928930427423364,-0.4585267039974251
17372,United Kingdom,40,8,1342.68,3,1,2,6,312,Loyal Customers,0.25,12251.96,3.713572066704308,2.19722457733622,7.203167397495829,2,4,1.1173319126393404,0.5122400227203047
16317,United Kingdom,119,3,1341.65,2,2,2,6,222,Potential Loyal,0.6,4115.14,4.787491742782046,1.3862943611198906,7.202400551985058,0,10,-0.016606720463624904,0.8560768209781054
13743,United Kingdom,2,7,1341.6,5,1,2,8,512,Loyal Customers,0.05,244842.0,1.0986122886681098,2.079441541679836,7.202363311504652,2,4,1.9806384147048433,-1.1440449271688518
18177,United Kingdom,31,6,1341.42,4,1,2,7,412,Loyal Customers,0.25,15794.14,3.4657359027997265,1.9459101490553128,7.202229234290873,2,4,0.9810667529390276,0.2610536770643989
16045,United Kingdom,119,4,1340.7,2,2,2,6,222,Potential Loyal,0.6,4112.23,4.787491742782046,1.6094379124341005,7.201692745596426,0,9,0.18530897992723933,0.9430625603023718
13501,Switzerland,288,1,1340.32,1,4,2,7,142,Potential Loyal,0.85,1698.67,5.666426688112432,0.6931471805599453,7.201409482704207,0,12,-0.9715335487397846,1.12583708974523
15734,United Kingdom,114,2,1339.45,2,3,2,7,232,Potential Loyal,0.6,4288.59,4.74493212836325,1.0986122886681098,7.200760657465263,0,11,-0.26235385241096626,0.7167963360638876
15059,United Kingdom,40,9,1337.72,3,1,2,6,312,Loyal Customers,0.25,12206.7,3.713572066704308,2.302585092994046,7.199469212547289,2,4,1.2110522057658473,0.5520807961511742
16110,United Kingdom,45,3,1337.48,3,2,2,7,322,Potential Loyal,0.25,10848.45,3.828641396489095,1.3862943611198906,7.199289920749408,0,10,0.33774167283810325,0.2646078382126156
12919,United Kingdom,8,6,1335.19,5,1,2,8,512,Loyal Customers,0.05,60918.04,2.19722457733622,1.9459101490553128,7.197577559553778,2,4,1.449594159478194,-0.5216266572319848
15680,United Kingdom,9,3,1333.68,5,2,2,9,522,Loyal Customers,0.05,54088.13,2.302585092994046,1.3862943611198906,7.196446841727092,2,10,0.9027173451625947,-0.6759722591601864
17932,United Kingdom,29,3,1331.57,4,2,2,8,422,Potential Loyal,0.05,16759.42,3.4011973816621555,1.3862943611198906,7.19486468749322,0,10,0.49424521441370994,-0.0001737140245810471
16295,United Kingdom,9,4,1328.55,5,2,2,9,522,Loyal Customers,0.05,53880.08,2.302585092994046,1.6094379124341005,7.192595818099261,2,9,1.1031219954834741,-0.5901365701690972
15146,United Kingdom,164,2,1327.16,2,3,2,7,232,Potential Loyal,0.6,2953.74,5.10594547390058,1.0986122886681098,7.191549804706725,0,11,-0.4007592983620559,0.9356896179358752
17633,United Kingdom,31,4,1324.84,4,2,2,8,422,Loyal Customers,0.25,15598.92,3.4657359027997265,1.6094379124341005,7.189801499815289,2,9,0.6701159213530778,0.12495259041466908
12854,United Kingdom,78,3,1324.5,2,2,2,6,222,Potential Loyal,0.25,6197.98,4.3694478524670215,1.3862943611198906,7.18954502572908,0,10,0.1323555686730128,0.5939980964652766
17095,United Kingdom,22,3,1324.16,4,2,2,8,422,Loyal Customers,0.05,21969.02,3.1354942159291497,1.3862943611198906,7.189288485847039,2,10,0.5901709862409584,-0.16579816309150483
16370,United Kingdom,82,4,1320.56,2,2,2,6,222,Potential Loyal,0.25,5878.1,4.418840607796598,1.6094379124341005,7.186568135964853,0,9,0.3148500504553637,0.71056302026889
14794,United Kingdom,2,7,1319.91,5,1,2,8,512,Loyal Customers,0.05,240883.58,1.0986122886681098,2.079441541679836,7.186076171996967,2,4,1.9728086398531317,-1.1500041176389622
13168,United Kingdom,36,4,1319.19,3,2,2,7,322,Potential Loyal,0.25,13375.12,3.610917912644224,1.6094379124341005,7.185530944616075,0,9,0.6141836956552037,0.2127735870299776
16083,United Kingdom,100,2,1317.62,2,3,2,7,232,Potential Loyal,0.6,4809.31,4.61512051684126,1.0986122886681098,7.184341014166175,0,11,-0.22207228575287738,0.6308681641306414
14921,United Kingdom,30,2,1316.07,4,3,2,9,432,Potential Loyal,0.05,16012.18,3.4339872044851463,1.0986122886681098,7.183164851431799,0,11,0.21569862186365263,-0.09674493093830683
12576,Poland,35,5,1315.83,3,2,2,7,322,Loyal Customers,0.25,13722.23,3.58351893845611,1.791759469228055,7.182982612166326,2,4,0.7883819553965373,0.2662567198258673
14511,United Kingdom,11,5,1314.81,5,2,2,9,522,Loyal Customers,0.05,43627.79,2.4849066497880004,1.791759469228055,7.182207724562218,2,4,1.1957209769890396,-0.4104042272835104
16464,United Kingdom,19,3,1314.68,4,2,2,8,422,Loyal Customers,0.05,25255.69,2.995732273553991,1.3862943611198906,7.182108921222586,2,10,0.6385872863475885,-0.25447161872197144
14738,United Kingdom,42,7,1314.45,3,1,2,6,312,Loyal Customers,0.25,11423.2,3.7612001156935615,2.079441541679836,7.181934091396172,2,4,0.9826910325584773,0.48774321193276854
14973,United Kingdom,107,3,1314.45,2,2,2,6,222,Potential Loyal,0.6,4483.87,4.68213122712422,1.3862943611198906,7.181934091396172,0,10,0.012655235983397491,0.7837216771275816
16040,United Kingdom,65,3,1313.55,3,2,2,7,322,Potential Loyal,0.25,7376.09,4.189654742026425,1.3862943611198906,7.181249680723068,0,10,0.19509164395378378,0.4802705957535278
14856,United Kingdom,36,3,1311.38,3,2,2,7,322,Potential Loyal,0.25,13295.94,3.610917912644224,1.3862943611198906,7.179597561714504,0,10,0.40907535257435973,0.12335794821908207
14477,United Kingdom,19,4,1309.6,4,2,2,8,422,Loyal Customers,0.05,25158.11,2.995732273553991,1.6094379124341005,7.178240326605397,2,9,0.8389834897038834,-0.16864235866042446
16120,United Kingdom,59,4,1309.14,3,2,2,7,322,Potential Loyal,0.25,8098.92,4.0943445622221,1.6094379124341005,7.1778892807139885,0,9,0.43110319407343706,0.5076066283160344
14047,United Kingdom,8,5,1308.61,5,2,2,9,522,Loyal Customers,0.05,59705.33,2.19722457733622,1.791759469228055,7.177484661947136,2,4,1.3002135840939197,-0.5892481766129241
13328,United Kingdom,316,1,1308.48,1,4,2,7,142,Potential Loyal,0.85,1511.38,5.75890177387728,0.6931471805599453,7.17738539082617,0,12,-1.0174016309199032,1.1739807769331698
14297,United Kingdom,17,4,1305.33,4,2,2,8,422,Loyal Customers,0.05,28026.2,2.8903717578961645,1.6094379124341005,7.174976957856922,2,9,0.8765155500448514,-0.23470318048445377
16744,United Kingdom,11,7,1304.76,5,1,2,8,512,Loyal Customers,0.05,43294.31,2.4849066497880004,2.079441541679836,7.174540525720933,2,4,1.4527883893655587,-0.3007315277300034
17919,United Kingdom,88,1,1304.04,2,4,2,8,242,Potential Loyal,0.25,5408.8,4.48863636973214,0.6931471805599453,7.173988970628047,0,12,-0.5476198164065251,0.3906797938438758
15813,United Kingdom,207,2,1303.91,1,3,2,6,132,Potential Loyal,0.85,2299.16,5.337538079701318,1.0986122886681098,7.173889351861322,0,11,-0.49519676866009044,1.071811478848403
14898,United Kingdom,23,6,1303.52,4,1,2,7,412,Loyal Customers,0.05,20686.3,3.1780538303479458,1.9459101490553128,7.173590436003909,2,4,1.0740622628626917,0.07345936220675275
12620,France,14,3,1303.41,4,2,2,8,422,Loyal Customers,0.05,33981.76,2.70805020110221,1.3862943611198906,7.17350611024579,2,10,0.7412147681406125,-0.4347351027371806
15494,United Kingdom,21,2,1299.23,4,3,2,9,432,Potential Loyal,0.05,22581.85,3.091042453358316,1.0986122886681098,7.170296450877509,0,11,0.3367843023528429,-0.3125924343105386
15602,United Kingdom,8,9,1297.87,5,1,2,8,512,Loyal Customers,0.05,59215.32,2.19722457733622,2.302585092994046,7.16924993468027,2,4,1.7592641331884022,-0.3925384123873088
17961,United Kingdom,21,39,1296.44,4,1,2,7,412,Champions,0.05,22533.36,3.091042453358316,3.688879454113936,7.168148371196248,1,-1,2.6835541568126895,0.6993648339979479
12783,Portugal,2,4,1295.87,5,2,2,9,522,Loyal Customers,0.05,236496.28,1.0986122886681098,1.6094379124341005,7.1677089479899445,2,9,1.537970448728309,-1.3404864962970522
16929,United Kingdom,3,7,1295.39,5,1,2,8,512,Loyal Customers,0.05,157605.78,1.3862943611198906,2.079441541679836,7.167338757569021,2,4,1.8570377936766214,-0.979743962360867
16224,United Kingdom,57,4,1295.3,3,2,2,7,322,Potential Loyal,0.25,8294.46,4.060443010546419,1.6094379124341005,7.167269331605997,0,9,0.43857920341879314,0.48284895963001967
15621,United Kingdom,4,4,1293.03,5,2,2,9,522,Loyal Customers,0.05,117988.99,1.6094379124341005,1.6094379124341005,7.165516658717914,2,9,1.3473414732926157,-1.0267910236902744
16101,United Kingdom,70,1,1290.7,3,4,2,9,342,Potential Loyal,0.25,6730.08,4.262679877041316,0.6931471805599453,7.16371445923797,0,12,-0.4687032677224996,0.24780695834329056
15171,United Kingdom,331,1,1289.5,1,4,2,7,142,Potential Loyal,0.85,1421.96,5.805134968916488,0.6931471805599453,7.162785019158669,0,12,-1.0415783535485923,1.1971029188509197
15136,United Kingdom,2,4,1286.7,5,2,2,9,522,Loyal Customers,0.05,234822.75,1.0986122886681098,1.6094379124341005,7.160612960279738,2,9,1.5345591691665899,-1.3430827988779155
16949,United Kingdom,3,6,1286.27,5,1,2,8,512,Loyal Customers,0.05,156496.18,1.3862943611198906,1.9459101490553128,7.160278975803028,2,4,1.7326118720433703,-1.0345351504596212
17350,United Kingdom,8,4,1286.07,5,2,2,9,522,Loyal Customers,0.05,58676.94,2.19722457733622,1.6094379124341005,7.160123596171431,2,9,1.1266123793248244,-0.6668844202111351
17802,United Kingdom,82,3,1285.04,2,2,2,6,222,Potential Loyal,0.25,5720.0,4.418840607796598,1.3862943611198906,7.159323008512906,0,10,0.0994964361623526,0.613349772493811
16899,United Kingdom,7,6,1281.56,5,1,2,8,512,Loyal Customers,0.05,66824.2,2.079441541679836,1.9459101490553128,7.156613359576336,2,4,1.4736123482498649,-0.6091296933458651
13878,United Kingdom,54,1,1281.53,3,4,2,9,342,Potential Loyal,0.25,8662.19,4.007333185232471,0.6931471805599453,7.156589968584206,0,12,-0.37736525357486383,0.08799213765428994
12775,Netherlands,17,5,1281.04,4,2,2,8,422,Loyal Customers,0.05,27504.68,2.8903717578961645,1.791759469228055,7.156207838241916,2,4,1.032747761515499,-0.17028636417499782
13538,United Kingdom,43,7,1280.85,3,1,2,6,312,Loyal Customers,0.25,10872.33,3.784189633918261,2.079441541679836,7.156059625954846,2,4,0.9617205523854615,0.4924300280101844
16951,United Kingdom,134,3,1277.75,2,2,2,6,222,Potential Loyal,0.6,3480.44,4.90527477843843,1.3862943611198906,7.153638317265837,0,10,-0.0837594192325967,0.9107504634277966
17019,United Kingdom,11,4,1272.61,5,2,2,9,522,Loyal Customers,0.05,42227.51,2.4849066497880004,1.6094379124341005,7.149610666818088,2,9,1.0147953192858383,-0.4936150641427469
14669,United Kingdom,241,3,1269.99,1,2,2,5,122,Potential Loyal,0.85,1923.43,5.488937726156687,1.3862943611198906,7.147551403337889,0,10,-0.30329169741766193,1.2678643689101028
13492,Switzerland,136,3,1269.84,2,2,2,6,222,Potential Loyal,0.6,3408.03,4.919980925828125,1.3862943611198906,7.147433378135437,0,10,-0.09220001420043926,0.9175342447079198
13431,United Kingdom,67,2,1269.1,3,3,2,8,332,Potential Loyal,0.25,6913.75,4.219507705176107,1.0986122886681098,7.146850916510274,0,11,-0.09327717276892798,0.37358610022527633
14916,United Kingdom,70,4,1268.98,3,2,2,7,322,Potential Loyal,0.25,6616.82,4.262679877041316,1.6094379124341005,7.146756431297139,0,9,0.3536648220152258,0.5998538488835929
15199,United Kingdom,59,4,1268.7,3,2,2,7,322,Potential Loyal,0.25,7848.74,4.0943445622221,1.6094379124341005,7.1465359310757455,0,9,0.4160305861180251,0.4961349649044142
16660,United Kingdom,16,4,1267.65,4,2,2,8,422,Loyal Customers,0.05,28918.27,2.833213344056216,1.6094379124341005,7.145708621949827,2,9,0.8836576248557706,-0.280602422588507
17037,United Kingdom,87,1,1267.32,2,4,2,8,242,Potential Loyal,0.25,5316.92,4.477336814478207,0.6931471805599453,7.145448469088846,0,12,-0.5571467590065391,0.37328056054242825
17158,United Kingdom,32,3,1266.97,4,2,2,8,422,Potential Loyal,0.25,14451.38,3.49650756146648,1.3862943611198906,7.145172475411292,0,10,0.4349854589473415,0.040323908532693215
14105,United Kingdom,239,1,1266.23,1,4,2,7,142,Potential Loyal,0.85,1933.78,5.480638923341991,0.6931471805599453,7.144588695022355,0,12,-0.9299005768017904,0.9906642450735013
13989,United Kingdom,65,2,1266.08,3,3,2,8,332,Potential Loyal,0.25,7109.53,4.189654742026425,1.0986122886681098,7.144470319606423,0,11,-0.08334272222327792,0.35433564730078815
16842,United Kingdom,100,3,1264.19,2,2,2,6,222,Potential Loyal,0.6,4614.29,4.61512051684126,1.3862943611198906,7.142977587511544,0,10,0.018796218460180373,0.7282119805448337
15497,United Kingdom,17,2,1262.2,4,3,2,9,432,At Risk,0.05,27100.18,2.8903717578961645,1.0986122886681098,7.141403462941432,3,11,0.39736638470878016,-0.44670987018208336
15009,United Kingdom,12,3,1261.78,5,2,2,9,522,Loyal Customers,0.05,38379.14,2.5649493574615367,1.3862943611198906,7.141070918737701,2,10,0.778728956823911,-0.5347048131007195
16688,United Kingdom,1,4,1260.86,5,2,2,9,522,Loyal Customers,0.05,460213.9,0.6931471805599453,1.6094379124341005,7.1403421019236415,2,14,1.675288483992857,-1.6001303493996422
